Country,Company Name,Company ID 1,Company ID 2,Company ID 3,Company ID 4,Country,ZIP Code
ES,VENTA DE LARRION,B31725385,,,ESB31725385,LARRION,31290
ES,"I.M.E.I., S.COOP EN CONSTITUCIÓN ",F75069716,,,ESF75069716,USURBIL,20170
ES,RINA IBERIA S.L.U,B62299110,,,ESB62299110,BARCELONA,8006
TW,"BILLION ELECTRIC CO., LTD. ",,,,,NEW TAIPEI CITY,231
ES,ASADOR ARAMENDI R. ATXARTE,B95707766,,,,VIZCAYA,48970
ES,PUNTO Y NUMERO CERO S.L.,B81182180,,,,BILBAO,48008
US,Laurie Rampone,,,,,New Berlin,53146
ES,XIXILU RESTAURANTE,B01403849,,,,Vitoria-Gasteiz,1005
ES,MASTER DISTANCIA S.A.,A50715366,,,ESA50715366,Zaragoza,50012
US,Marshall Nelson & Associates,39-0986740,,,,Milwaukee,53212
ES,"WÜRTH ELEKTRONIK ESPAÑA, S.L. CIRCUIT BOARD TECHNOLOGY -CBT",B62602032,,,ESB62602032,BARCELONA,8007
ES,FUNDACION MASFAMILIA,G83619676,,,ESG83619676,MADRID,28050
ES,"SPACE CARGO SERVICES, S.A. ",A59073064,,,ESA59073064,Barcelona,8040
US,"PLIMUS, INC. ",EU826002156,,,,Fremont,94538
ES,"OFYDE FORMACION, S.L. ",B48307706,,,,Bilbao,48014
ES,CISER IMARCOAIN Centr.Ingetrado.de Formación Profes,S3199327B,,,,IMARCOAIN,31119
US,Renew Wisconsin Inc,39-1702164,,,,Madison,53703
ES,"OCEAN WINDS, SL ",B62998794,,,ESB62998794,VILLADECANS,8840
DE,MESSE FRANKFURT VENUE GMBH,279117491,,,DE279117491,FRANKFURT AM MAIN,60327
GB,GREEN THINKING(SERVICES)LTD,888324480,,,GB888324480,LONDON,SE1 7SJ
US,Energy Storage Association,52-1984047,,,,Washington,20005
TW,DECA Swichlab Inc.,,,,,XINZHUANG,111
US,VERICAL INC. (NO USAR),,,,,,91189
PT,CIE-COMUNICAÇAO E IMPRENSA ESP.lLDA,509870104,,,PT509870104,144 PORTO,4300
US,Guetzke & Associates,39-1409827,,,,Waukesha,53186
ES,NEXUS AUDIOVISUAL SL,B95361655,,,ESB95361655,BILBAO,48004
ES,"A.E.V. Iberica, SL ",B62504907,,,ESB62504907,Mataro,8302
CZ,KEMET ELECTRONICS CORPORATION,,,,CZ682651290,NOVA HOSPODA,348 02
ES,Radiadores Ordonez SA,A12013645,,,ESA12013645,Castellon,12006
US,Jason Lienhard,,,,,Milwaukee,53208
US,Cordstrap USA Inc,06-1596302,,,,Racine WI,53408-1340
ES,PUERTAS Y AUTOMATISMOS TECMAN SL,B71113880,,,,MUTILVA,31192
ES,PRL INNOVACION - ASOC PARA LA INNOV EN PREVENCION Y SALUD,G86251436,,,,MADRID,28013
ZA,CREAMER MEDIA PTY LTD CREAMER MEDIA INTERNATIONAL LIMITED,2001012595,,,,BEDFORDVIEW,2008
SG,KINGSMEN EXHIBITS PTE LTD,198101109K,,,,SINGAPORE,486118
ES,"BIOMASA DE CANTABRIA, S.L. ",B39692868,,,ESB39692868,CANTABRIA,39300
ES,"ANDOTRANS S.XXI, SLU ",B31912603,,,ESB31912603,ANDOSILLA,31261
ES,CUATRECASAS GONçALVES PEREIRA S.L.P.,B59942110,,,ESB59942110,MADRID,28010
ES,ASTA LOGISTIK,B43354406,,,ESB43354406,BARCELONA,8003
CN,SHERATON NINGBO HOTEL,,,,,NINGBO (China),315040
ES,"SUMEPLAST, S.L. ",B62583976,,,ESB62583976,MARTORELLES (Barcelona),8107
ES,GALERIA NAVARRA DEL VINO SL,B31496672,,,ESB31496672,PAMPLONA,31007
US,Chase Safe Deposit Center,,,,,Dallas,75267-2024
US,I&E Technologies,27-5207638,,,,Custer,54423
ES,Industrias Galarza SA,A48055891,,,ESA48055891,Artea,48142
ES,TECHTALENTCENTER UNV.POLITÉCNICA DE CATALUNYA,G60664000,,,ESG60664000,BARCELONA,8006
ES,IRSOLAV Investigaciones y Recursos Investigaciones y Recursos Solares,B85148807,,,ESB85148807,TRES CANTOS - MADRID,28760
ES,ATOS WORLDGRID,B39742861,,,ESB39742861,SANTANDER,39011
ES,Bossard Spain S.A.,A59032714,,,ESA59032714,Sant Cugat del Valles,8173
ZA,1UP DESIGN (PTY) LTD,,,,,CAPE TOWN,7405
FR,SARL LE RIVAGE - LE VICTORIA,3.47485E+13,,,FR34748513800,Saint Pierre,97410
ES,"CATEC Tecnologías de Fundición, S.L ",B01384502,,,ESB01384502,Miñano,1510
SE,HÖGANÄS SWEDEN AB,SE556204969101,,,SE556204969101,HOGANAS,263 83
ES,NCS SANTURTZI,B95450193,,,,,48980
GB,DYMOE LINK NETWORK LIMITED,GB671261838,,,GB671261838,Edinburgh,EH114GA
US,Principal Life Insurance Company,42-0127290,,,,DES MOINES,50392
ES,Antón Zabalo David (Carpinteria Lodosa),16593977Y,,,,LODOSA,31580
US,Infiniti Metals,46-2768845,,,,Clintonville,54929
FR,ENERGY LIGHT TECHNOLOGIES,,,,FR83505016006,BOISSY LE CUTTE,91590
ES,ELENA ANTON TROYAS C.B. - AMASTE,E95546784,,,ESE95546784,BILBAO(BIZKAIA),48009
ES,"TANATORIO Y FUNERARIA SAN AGUSTIN, ",B31640675,,,,ESTELLA,31200
US,EMID LLC,80-0554402,,,,Miami,33102
US,ADAFRUIT INDUSTRIES,26-3216659,,,,NEW YORK,10013
ES,AUTOCARES EDSA,A31116106,,,,BARBATAIN,31191
AT,Mersen Osterreich Hittisau Ges.m.b.,97  2/69,,,ATU35870205,Hittisau,6952
US,DistribuTECH Conference-Exh.,,,,,SAN ANTONIO-TEXAS,78205
ES,GENERAL OPTICA SA,A08119687,,,ESA08119687,CORNELLA DE LLOBREGAT,8940
ES,CIPSA CIRCUITOS MONOCARA SL,B62901087,,,ESB62901087,RUBIO,8191
ES,HOTEL ADORATRICES PAMPLONA SL,B31970957,,,ESB31970957,PAMPLONA,31001
US,Epic Corporation,39-1835417,,,,Palmyra,53156
US,CA Board of Equalization,,,,,Sacramento,94279-3535
ES,CENTRO DE ESTUDIOS ENERGÍAS RENOVAB CEER,J66088717,,,,BARBERÁ DEL VALLÉS,8210
ES,RIVAS GUARDO JOSE IGNACIO,05287053C,,,,MADRID,28020
ES,"VIAJES HALCÓN, S.A.U. ",A10005510,,,ESA10005510,LLUCMAJOR,7620
ES,"DEYDESA 2000, S.L. ",B01267004,,,ESB01267004,Legutiano,1170
ES,INTEGRA-T COMUNICACIONES,A79354627,,,ESA79354627,TRES CANTOS,28760
ES,SEBASTIAN AGUIRRE MATANZAS,20188617E,,,,BAREYO - CANTABRIA,39170
US,Goehner Industries,39-1783174,,,,Dousman,53118
US,Meyer's Pressure Cleaners,39-1748323,,,,Brown Deer,53233
US,Wisconsin Emergency Management,,,,,Milwaukee,53293-0988
RE,BUREAU VERITAS - Agence OCEAN INDIE,,,,,LE PORT CEDEX,97829
IN,Nexgen Exhitions Pvt. Ltd.,,,,,New Delhi,110008
US,Pat Moore,,,,,West Allis,53219
US,Alberto Guerrero,,,,,Bayside,53217
ES,"EADIC, S.L. ",B85914752,,,ESB85914752,MADID,28037
ES,JAVIER PASTORA BERZOSA CONSULTORIA INDUSTRIAL,16805478E,,,,ARTICA,31013
SG,REED ELSEVIER (SINGAPORE) 2008 PTE LTD,,,,,SINGAPORE,486025
ES,Nortena de Metales SA,A48107833,,,ESA48107833,Munguia,48100
ES,Tecnipul SL,B62477963,,,ESB62477963,Els Prats de Rei,8281
ES,Markina Calor Industrial SLL,B95371829,,,ESB95371829,Lemona,48330
ES,Eurolectron Seguridad SL,B62008313,,,ESB62008313,Corbera De Llobregat,8757
ES,ACCELONIX EMEA SL,B63551477,,,ESB63551477,Castellet i la Gornal - Barcelona,8729
ES,LOPEZ DE GUEREÑU MARTINEZ DE CONTRASTA GAIZKA,18596851V,,,,LOGROÑO,26006
ES,E.F. INTERNATIONAL STRATEGY S.L.,B75042879,,,,MADRID,28001
US,Gonzales Saggio & Harlan LLP,39-1857589,,,,Milwaukee,53202
ES,"V.LIENDO, S.L. ",B39516059,,,,Castro Urdiales,39700
ES,RAMIRO NEGRAL BLANCO,09695326K,,,,DERIO,48160
ES,"GASOLEOS MARISA, S.L. ",B71026595,,,,LERIN,31260
ES,"DEYCON INGENIERIA, S.L.L. ",B21420625,,,ESB21420625,HUELVA,21002
ES,CONCEJO DE OLCOZ,P3161300C,,,,OLCOZ,31398
ES,ITURMAGO SL(REST. LA MAR SALADA) RESTAURANTE LA MAR SALADA,B31923774,,,,PAMPLONA,31002
ES,NUEVA HOSTELERIA DEL MERCADO 2006 S RESTAURANTE EL MERCAO),B31853013,,,,PAMPLONA,31002
ES,EVA DEL ARBOL OCHOA RESTAURANTE CASTILLO DE MONJARDIN,72695150Q,,,,VILLAMAYOR DE MONJARDIN,31242
ES,COLNARRU SL(RESTAURANTE EL COLMADO),B71153373,,,,PAMPLONA,31004
ES,AROA ENTREGARNATXAS SL,B71042758,,,,ZURUKOAIN,31292
DE,INSYS MICROELECTRONICS GMBH,151328777,,,DE151328777,REGENSBURG,93049
US,"Global Motion, LLC. ",,,,,COCOA,32926
ES,GARRIDO Y VAZQUEZ SA,A28291508,,,ESA28291508,MADRID,28021
ES,"MANN+HUMMEL IBERICA, S.A. ",A50012525,,,ESA50012525,Zaragoza,50197
US,Hydrite Chemical CO,39-0364390,,,,Chicago,60695-9277
MX,"OPERADORA MEXPLA IRAPUATO, S.A.DE C ",,,,,"PUERTA DE HIERRO, ZAPOPAN",45116
US,Justine Ludwikowski,,,,,Saint Francis,53235
ES,"INFOREN 2000, S.L. ",B48930853,,,ESB48930853,Duranfo,48200
SK,CONTAINEX Container-Handelsgesellsc,SK4020104946,,,SK4020104946,,
DE,HIVOLT.DE GmbH & Co.,,,,DE208833508,HAMBURG,22419
ES,Talleres Juan Lasa SA,A20082244,,,ESA20082244,Gabiria,20217
SG,FIREWORKS TRADE MEDIA PTE LTD,,,,,SINGAPORE,48545
ES,"SOFTWARE POPULAR, S.L. ",B62077847,,,,BARCELONA,8011
ES,GLOBAL FARADAY ELECTRIC VEHICLE SUP,B65326266,,,ESB65326266,Llica de' Amunt,8186
ES,GLOBAL LEAN SL,B86471877,,,ESB86471877,Cntro.Negocios La Garena(Alcala Hen,28806
ES,PELICAN ROUGE COFFEE SOLUTIONS SAU,A28136851,,,ESA28136851,TORREJON DE ARDOZ,28850
ES,SERV.DE INGEN. Y CONSULT.TÉCNIC.EUR SL,B85682763,,,,MADRID,28001
ZA,FLIGHT SITE,4830216356,,,,,
GB,RFSHOP (UK) LTD,,,,GB981028910,CAMFORTH - LANCASTER,LA59NA
US,Mitchell Instrument Company,55-0887812,,,,San Marcos,92078
NO,STAVANGER FORUM AS,NO881353512MVA,,,,STAVANGER,4002
US,Lynchburg Crane Service,54-1708214,,,,Forest,24551
ES,IKER EUBA BRAVO,78906040D,,,,BILBAO(BIZKAIA),48007
ES,"SOMOS LA WEB, S.L. ",B86065596,,,,MADRID,28010
ES,ISA-Asociación Española de Medición,G82102492,,,ESG82102492,MADRID,8006
US,Joel Schumann,,,,,St Francis,53235
US,Robert Irizarry,,,,,Kenosha,53144
FR,SAFT SAS,,,,FR21383703873,BAGNOLET,93170
DE,SUNBEAM GMBH,185526628,,,DE185526628,BERLIN,10115
ES,AUTOMOVILES TORREGROSA SL,B31072705,,,ESB31072705,BURLADA,31600
US,Nathan Smith,,,,,Wheat Ridge,80033
ES,CRISTINA CRESPO SARASA,33441632T,,,,ESTELLA,31200
ES,SERCOIN NAVARRA SL,B31552680,,,ESB31552680,NOAIN,31110
ES,AUTO AGRICOLA TUDELA SL,B31151673,,,,FONTELLAS,31512
ES,SERIGRAFÍA ARAMBURU SL,B31690035,,,ESB31690035,MUTILVA BAJA,31192
ES,CERRAJERIA SOMERA,B48589857,,,ESB48589857,BILBAO,48010
US,Packaging Incorporated,41-0806712,,,,Eden Prairie,55344
IE,FIRECOMMS LIMITED,,,,IE6343022C,CORK,
ES,TU JARDÍN NAVARRA SLL,B71173785,,,,ARRE-EZCABARTE,31194
GB,Minerals Engineering International,723446150,,,GB723446150,Falmouth - Conrwal TR11 2GA,TR11 2GA
GB,Head Office - Intec Microsystems,,,,GB824158239,Birmingham,B33 9TX
ES,"GARAJE EGUIETXA, S.L. ",B01291855,,,ESB01291855,MURGUIA,1130
ES,Ekei S.Coop.Peq.,F95750626,,,ESF95750626,Getxo,48930
ES,"INTELLIGENT TRADING DISTRIBUTION, S EET EUROPARTS",A81528994,,,ESA81528994,ALCOBENDAS,28100
US,"Hi-Tech Fasteners, INC. ",,,,,BALTIMORE,21264-4874
NL,CSA GROUP-NETHERLANDS BRANCH,808982163B01,,,NL808982163B01,ARNHEM,6812 AR
HK,"BATTPIT , UNITS 2003-2006, TINS ENTERPRISES CENTRE",,,,,KOWLOON,0
ES,AUSAPE,G81097529,,,,MADRID,28002
NL,Mors Smitt BV,NL003805530B01,,,NL003805530B01,Utrecht,3526 AA
US,Emergency Response Specialists,39-1925846,,,,West Bend,53095
CL,TAILOR MADE CONSULTING LIMITADA,,,,,SANTIAGO,
ES,Ivan Vaquero Navarro,07230084B,,,,"Humanes de Madrid, Madrid",28970
ES,SAYMA AUDITORES SL,B75069955,,,,DONOSTIA,20004
ES,"LABORPREX AUDITORES, S.L. ",B10254316,,,,CACERES,10002
FR,SOCIETE HYDROTECHNIQUE DE FRANCE,,,,FR23784309056,PARIS,75015
ES,FINO RECAMBIOS DE AUTOMOCION E INDU,A24026213,,,ESA24026213,PONFERRADA,24403
ES,A.C.T. ADUANAS COMERCIO Y TRANSPORT,A81548083,,,ESA81548083,AEROPUERTO DE BARAJAS(MADRID),28042
US,Myles Gautschy,,,,,Streator,61364
ES,Saneamientos Archanda S.A.,A48029409,,,ESA48029409,Bilbao,48007
ES,PAGE PERSONNEL SELECCIÓN,A84968437,,,ESA84968437,MADRID,28037
US,PMI Publications Fulfillment Center,,,,,Phoenixville,19460
ES,"INTERPRETES DE BARCELONA, S.C.P. ",G63149983,,,ESG63149983,BARCELONA,8005
SG,DUFRESNE PRIVATE LTD,,,,,SINGAPORE,188979
ES,"GOITEK-LANON, S.L. ",B20910394,,,ESB20910394,ARROA BEHEA-ZESTOA,20749
GB,GLOBALDATA PLC,756473304,,,GB756473304,LONDON,EC4Y 0AN
ES,"PLASTIBOX, S.L. ",B61241402,,,,SANT FELIU DE CODINES,8182
ES,ASOCIACION DE RADIOTAXI DE BIZKAIA,G48170476,,,,,48002
US,DEWESoft LLC,45-4388819,,,,Whitehouse,43571
ES,AYUNTAMIENTO DE PUENTE LA REINA/GAR,P3120600F,,,ESP3120600F,PUENTE LA REINA/GARES,31100
IT,"MECO, SRL. ",631370129,,,IT00631370129,CRUGNOLA DI MORNAGO,21020
ES,"CMC VYRECO, S.L. ",B12458089,,,ESB12458089,VILA-REAL,12540
ES,RESA LOGISTIC S.L. - FYR,U65852063,,,ESU65852063,SAINT BOI DE LLOBREGAT,8830
ES,"AZ METROLOGY SERVICES, S.L.L. ",B71163539,,,ESB71163539,BERIAIN,31191
ES,BANTEC CONSULTORES INICIATIVAS,B31880370,,,,PAMPLONA,31001
ES,"EPS EUROPE 2009, S.L. ",B65157372,,,ESB65157372,SANT ANDREU DE LLAVANERES,8392
ES,Transportes astra,F48521496,,,ESF48521496,Santurce,48980
NO,ULSTEIN POWER & CONTROL AS,NO933464822MVA,,,,ULSTEINVIK (NORWAY),6067
ES,PABLO NAVA LÓPEZ NOTARIO,15157927F,,,,Madrid,28036
ES,"Germanischer Lloyd España, S.L. ",B95062790,,,ESB95062790,MADRID,48016
ES,CARROCERIAS SAKONI S.L.,B48460547,,,ESB48460547,Erandio,48950
CN,Shenzen Fangxing L. Ind Co.Ltd.,,,,,Shenzhen,518109
CN,"Shang hai BAUDCOM C. Device Co.,Ltd ",,,,,Shanghai city,201620
ES,Aurelio Mariñas Lopez,44464265K,,,,Ourense,32003
ES,ROLEN TECHNOLOGIES & PRODUCT SL,B65995805,,,ESB65995805,Sta.PerpetuadeMogoda,8130
ES,ERIK SAN TELMO QUECEDO D6TESTING,72741240Z,,,,Vitoria-Gasteiz – Álava,1002
IT,MARCOM SRL,3718740230,,,IT03718740230,VERONA,37135
ES,UTC CLIMA SERVICIO Y CONTROLES IBERIA SL,B28444834,,,ESB28444834,Madrid,28012
DE,KLEEN E.K.,,,,DE116926601,GNARRENBURG-BRILLIT,27442
ES,"MARCIAL PONS LIBRERO, S.L. ",B82947326,,,ESB82947326,MADRID,28037
US,IBPORT,,,,,"San Francisco, CA",94102
ES,"AUTOMOVILES BERASATEGUI, S.L. ",B48427256,,,ESB48427256,ZAMUDIO,48170
TH,BDO ADVISORY LIMITED,,,,,BANGKOK,10110
US,DMD Trucking LLC,39-1932017,,,,West Bend,53095
CA,IBIS Electro-Products Corp,,,,,Brantford,N3R 7J1
US,Northwest Crane Service LLC,73-1609881,,,,Woodward,73801
ES,STOCKBOX SL,B80096258,,,ESB80096258,HUMANES,28970
ES,UNIVERSIDAD DE NAVARRA(CAMPUS UNV),R3168001J,,,ESR3168001J,PAMPLONA,31080
ES,AISLAMIENTOS LABRIT SA,A31215270,,,ESA31215270,CORDOVILLA-GALAR,31191
ES,ILUSTRE COLEGIO NOTARIAL DE NAVARRA,Q3163006D,,,,PAMPLONA,31002
ES,"URUPLUS MEDIA, S.L.(OPARIBOX) ",B75063461,,,ESB75063461,SAN SEBASTIAN,20013
DE,IQPC GESELLSCHAFT FUR MANAGEMENT KONFERENZEN MBH,210454451,,,DE210454451,BERLIN,10117
AO,TROPICANA CIP SERVICE,,,,,LUANDA,
ES,BANCO ESPIRITO SANTO,W0102800J,,,ESW0102800J,MADRID,28006
ES,URIBE KOSTA INFORMATIKA ETA TEKNOLO,B95524500,,,,GETXO,48992
US,Natalie Chapman,,,,,Mequon,53092
ES,"Celulosas Vascas,S.L. ",B95631925,,,ESB95631925,AMOREBIETA,48340
ES,"EVOLUZIONA INF. Y TELEC., S.L. ",B95605200,,,ESB95605200,BILBAO,48004
ES,"MRW - LETONA & MARTINEZ , S.L. ",B62119110,,,ESB62119110,Vitoria-Gasteiz,1015
ES,"DIPROSOFT, S.L. ",B26301465,,,,LOGROÑO,26001
US,"PCG TRADIN, LLC.DOING BUSINESS AS C CONVERGE FRANCE",11-3678390,,,,PEABODY,1960
AU,TELSTRA CORPORATION LIMITED,33051775556,,,,,
MX,EXPANSION SA DE CV,EXP6812035X3,,,,Miguel Hidalgo (DF),11950
AU,IMANOL SATRUSTEGUI,48194830955,,,,TOORAK VIC,3142
AU,SI CLEAN ENERGY PTY LTD,14120491303,,,,NSW,2450
AU,UNITED PARCEL SERVICE PTY LTD,83003926181,,,,,
CH,UL GmbH (formerly known as UL AG),CHE272927457,,,,SCHWERZENBACH,8603
US,Jay Hyma,,,,,Wauwatosa,53213
ES,KINTRONIC DELTA VISION S.A.,A85328425,,,ESA85328425,SAN SEBASTIAN DE LOS REYES,28702
ES,"SERVICIOS DE COMUNICACIONES INTEGRA DE EXTREMADURA, S.L.",B06422299,,,ESB06422299,Badajoz,6011
US,Elite Exhibits,58-2482656,,,,Flowery Branch,30542
ES,TENTE RUEDAS S.A.,A61729042,,,ESA61729042,Montcada i Rexac,8110
US,Jody Brazeau Lopez,388-08-5699,,,,Milwaukee,53215
ES,"NEW SAI, S.L. ",B59841734,,,ESB59841734,BADALONA,8915
US,Level 3 Communications,47-0735805,,,,Denver,80291-0182
ES,SEGURIDAD100 S.L.,B85838662,,,ESB85838662,LEGANES,28918
ES,FINELINE SPAIN SL,B75102897,,,ESB75102897,IRUN,20305
ES,ISMS FORUM SPAIN,G84994888,,,ESG84994888,MADRID,28001
ES,"GARAJE MODERNO, S.A. ",A01000991,,,ESA01000991,Vitoria-Gasteiz,1007
ES,FUNDACION UNIVERSIDAD LA RIOJA,G26264127,,,ESG26264127,LOGROÑO,26006
ES,TRANSFER MULTISORT ELEKTRONIK SLU,B86824695,,,ESB86824695,COSLADA,28821
US,Radke Appliance Inc,39-1036130,,,,Oconomowoc,53066
US,Service Master Recovery Services,39-1355743,,,,New Berlin,53151
CN,Relats Insulation Materials (Suzhou,32058475506175X,,,,Zhenze Town Wujiang City,215231
US,Acorn Industrial Products,23-1905159,,,,King of Prussia,19400
US,Flir Commercial System,77-0423382,,,,Boston,2211
US,Bently Nevada Inc C/O B of A,41-2061975,,,,Los Angeles,90074-2058
US,Andrew Holmstrom,,,,,Salem,53168
US,ADA Trucking Inc,20-3897983,,,,Shorewood,60404
GB,IXYS SEMICONDUCTOR BV,143065242,,,GB143065242,WILTS,SN15 3EL
AU,ELONERA MONTESSORI SCHOOL,22001107026,,,,MOUNT OUSLEY NSW,2519
DE,DRAKA SERVICE GMBH,813082561,,,DE813082561,NÜRNBERG,90475
ES,"PENTEX, S.L. ",B80022007,,,ESB80022007,COLMENAR VIEJO,28770
AU,UNIVERSITY OF WOLLONGONG,61060567686,,,,NSW,2522
ES,INPRATEX ATMOSFERAS EXPLOSIVAS SL,B75003574,,,ESB75003574,Eibar,20600
FR,POPFAX SARL,,,,FR01443336136,Carrieres-sur-Seine,78420
ES,"CB Distribution Southern Europe,S.L ",B85955102,,,ESB85955102,Madrid,28020
ES,"PLAZA FORWARDING, S.L. ",B81739872,,,ESB81739872,COSLADA,28823
FR,BIOENERGIE PROMOTION SARL MAGAZINE BIONERGIE INTERNATIONAL,,,,FR63518554936,Desnes,39140
ZA,Creamer Media Pty Ltd,,,,,Bedfordview - Gardenview,2008
ES,ZAKATRANS LOGISTICA Y TRANSPORTE,B20521555,,,ESB20521555,Irun,20305
IT,"ELANTAS EUROPE, S.R.L. ",,,,IT01356800449,,43044
AU,ADAMS COFF COAST LOCKSMITHS,78976018640,,,,NSW,2454
AU,ANYSING AUSTRALIA,48008500472,,,,Fyshwick,2609
AU,WELDING SERVICES PTY LTD,43090677919,,,,FYSHWICK ACT,2609
AU,CONSTRUCTION&BUILDING UNIONS SUPERA,,,,,,
ES,"LANACCESS TELECOM, S.A. ",A48839435,,,ESA48839435,HOSPITALET DE LLOBREGAT,8902
ES,GASOLEOS ARTAJONA SL,B31917370,,,,ARTAJONA,31140
US,FJR Manufacturing,39-1432308,,,,West Bend,53095
ES,INMOBLES OPTIMS XXI SL COWORKINGRACIA,B63093132,,,,BARCELONA,8026
ES,HOTELES Y APARTAMENTOS DE ANDALUCIA,B90055187,,,ESB90055187,SEVILLA,41004
DE,ZOLLERN BHW ZOLLERN BHW,DE188538349,,,DE188538349,Osterode am Harz,37520
ES,INCHAURRAGA MARTIN MARIA BEGOÑA,14877047A,,,ES14877047A,BILBAO,48011
ES,FCO ANTONIO JIMENEZ CANDELA-JOSE MA NUEL RAMIREZ LOPEZ-GONZALO NAVARRO,E02535508,,,,ALBACETE,2001
ES,FUNDACIÓN ESCUELA ORGANIZACIÓN INDU,G81718249,,,ESG81718249,MADRID,28040
ES,"ARMARIOS ELECTRICOS, S.A. ARELSA",A08589533,,,ESA08589533,Llica de Vall,8185
IT,INTERTEK ITALIA S.P.A.,12431470157,,,IT12431470157,Gessate,20060
ES,ARTURO PONCE BILBAO NEUMÁTICOS BILBAO,30684704J,,,,Basauri,48970
ES,UPS SUPPLY CHAIN SOLUTIONS,B82468802,,,ESB82468802,SAN FERNANDO DE HENARES,28830
US,Michael Verburgt,,,,,Caledonia,53402
US,Yolanda Williams,,,,,Milwaukee,53209
AU,REED EXHIBITIONS AUSTRALIA PTY LTD,47000146921,,,,CHATSWOOD NSW,2067
NL,UKIP Media & Events Ltd,NL817796381B01,,,NL817796381B01,NETHERLANDS,
ES,INCOA INGENIEROS GRUPO EMPRESARIAL,B18863902,,,ESB18863902,Alcobendas,28108
IT,INTERMAGNETICS S.R.L.,,,,IT01335830558,Castiglione del Lago,6060
IT,ELECTRONSYSTEM MD s.r.l.,,,,IT03172700167,Albano S. Alessandro (BG),24061
ES,System-on-Chip engineering (SoC-e) Zitek Bilbao (ETSI),B95609814,,,ESB95609814,BILBAO,48013
ES,"CLEAN BAEKO, S.L. LIMPOINT BASAURI",B95708384,,,,BASURI,48970
ES,"TRANS FLETE, S.L. ",B20442380,,,ESB20442380,IRUN,20305
ES,"DICOMSA MERCHANT, S.A. ",A62755665,,,ESA62755665,MONTCADA I REIXAC,8110
BE,GRADA INTERNATIONAL N.V.,441530142,,,BE0441530142,LOKEREN,9160
IT,ALBERGO LA TORRE,1688240546,,,IT01688240546,CASTIGLIONE DEL LAGO,6061
US,PWC Pricewaterhouse Coopers LLC,13-4008324,,,,Chicago,60675-5647
AU,TNT EXPRESS AUSTRALIA,41000495269,,,,Mascot NSW,1460
AU,KWIK KOPY PRINTING CENTRAL CITY,54146247565,,,,NSW,2000
AU,KIRKLAND PAINTING SERVICES PTY LTD,19145741984,,,,Gungahlin ACT,2912
AU,JOURNEY2 BUSINESS & PERSONAL WEALTH (KAIZEN BUSINESS & FINANCIAL),,,,,Wollongong East NSW,2520
ES,HOTEL ZENIT ABEBA SA,A28111482,,,ESA28111482,MADRID,28006
US,City of Milwaukee Department of Neighborhood Services,,,,,Milwaukee,53202
ES,ARATRANS SL,B31075203,,,ESB31075203,NOAIN,31110
ES,"TALLERES CAMBRI, S.L. ",B95453635,,,,BILBAO,48012
ES,G.P. INFORPRESS S.L.,B58583402,,,ESB58583402,BARCELONA,8036
ES,ALTUS NON TOLLENDI S.L.,B95243655,,,ESB95243655,,48013
AU,MICROMAX SENSORS & AUTOMATION,17128300596,,,,NSW SILVERWATER,2128
IE,"GOOGLE IRELAND, LTD. ",6388047V,,,IE6388047V,DUBLIN 4,0
ES,Ares Capital S.A.,A80358955,,,ESA80358955,Madrid,28022
US,UL LLC,94-3282454,,,,Chicago,60675-1524
ES,ECLIPSE SEGURIDAD,B91832469,,,,OSUNA,41640
US,FED EX FREIGHT,,,,,Palatine,60055-0306
ES,"ANOAXLAB S21, S.L.U. ",B66010711,,,,BARCELONA,8013
ES,ENGINEEA REMOTE TECHNOLOGIES SL,B71031983,,,ESB71031983,TAJONAR,31192
ES,HOTEL AMERICA IGUALADA SL,B65894537,,,ESB65894537,IGUALADA,8700
ES,EMKA BESCHLAGTEILE IBERICA SL,B26515098,,,ESB26515098,Arnedo,26580
ES,VIDAR PRODUCCIONES AUDIOVISUALES  S,B84742220,,,ESB84742220,MADRID,28027
ES,"ORMAURRE, S.L. ",B95158515,,,,DIMA,48141
ES,"PROYECTA IT SISTEMAS Y CONSULTORIA, ",B71145387,,,ESB71145387,CORDOVILLA,31191
ES,DIMECO TECNICAS INDUSTRIALES SL,B80417470,,,ESB80417470,ALCALA DE HENARES,28806
US,Lucas Milhaupt Inc,39-0745778,,,,Chicago,60677-4006
US,David Goldring,,,,,N Bonneville,98639
FR,FANTASTIC SOURCING,,,,FR51452219348,CAGNES SUR MER,6800
CN,XMind Ltd,,,,,HongKong,123456
IN,TRESTLE CAPITAL ADVISORS,,,,,NEW DELHI,110024
ES,ONECARGO,B95733671,,,ESB95733671,BILBAO,48001
AU,CUSTOM METAL FABRICATIONS PTY LTD,75060162889,,,,Queanbeyan NSW,2620
ES,"TALLERES MECÁNICOS LUJAMBIO, S.L. ",B20700308,,,ESB20700308,HERNANI,20120
US,"Price Engineering Co., Inc. ",390990401,,,,Hartland,53029
ES,SUMINISTRO de MAQUINAS y REPUESTOS SUMAR S.L.,B30452858,,,ESB30452858,Cartagena,30353
DE,GASTHAUS BREMER BACKPACKER HOSTEL,228288795,,,DE228288795,BREMEN,28195
DE,AIC EUROPE GMBH,,,,DE259469016,Kerfeld,47829
ES,GRUAS ROXU SA,A33043019,,,ESA33043019,MERES,33199
